userid	itemid_history	pos_target_index	itemid_candidate
622957	[1020394, 600461, 466280, 684720, 901871]	1	[1045659, 300445, 747486, 812530, 524496]
1330688	[215046, 1105710, 763060, 166121, 468322]	3	[850289, 338167, 1077937, 391368, 900449]
1326680	[2529, 653716, 1100942, 779211, 258191]	0	[709977, 554639, 1101692, 479978, 794833]
534105	[141, 849875, 584171, 282616, 169]	3	[200050, 218915, 1055351, 746535, 516883]
649948	[512684, 175442, 812529, 616962, 480381]	1	[68387, 811927, 373102, 960293, 472197]
1398838	[755151, 889499, 1053255, 995495, 338167]	3	[81159, 244976, 331176, 584241, 315352]
253724	[812528, 212415, 889499, 282316, 13313]	0	[314425, 465212, 496169, 246872, 460789]
172425	[328496, 2529, 1015485, 810170, 190167]	2	[547357, 13927, 258191, 219923, 563867]
554	[491965, 251966, 25820, 283948, 196603]	1	[185112, 640492, 300809, 563095, 375790]
1243561	[515291, 1106755, 188362, 626709, 74235]	3	[521340, 215245, 407928, 349820, 1008012]
1003896	[543715, 584165, 751656, 775381, 1106440]	1	[222798, 212191, 874933, 513113, 300901]
187573	[880231, 1054653, 683926, 601021, 812531]	3	[553779, 562451, 812001, 512684, 221738]
953321	[905761, 313525, 1064822, 1012931, 768139]	0	[884686, 980804, 261441, 837762, 807]
504415	[515291, 1106755, 565890, 430390, 334488]	0	[411290, 386206, 464274, 1100073, 498800]
1117740	[906225, 630239, 608436, 11230, 1114590]	2	[37237, 900355, 650083, 562733, 1009302]
1267201	[820396, 534768, 1059686, 460, 550]	4	[191351, 613, 645929, 813782, 510]
183303	[614541, 920093, 543658, 843123, 372747]	3	[164753, 459806, 313525, 460789, 631881]
1325854	[300895, 279574, 479140, 558450, 34984]	2	[1059851, 779213, 1075907, 796478, 694667]
345364	[185107, 456347, 1062822, 210438, 266780]	3	[774648, 331179, 876953, 164754, 529922]
1471624	[239630, 863657, 450, 481, 460]	3	[820898, 639120, 583939, 600548, 811624]
574971	[439411, 92297, 300882, 37237, 212168]	0	[578527, 864146, 630311, 634845, 520559]
802446	[520623, 1105151, 158430, 506217, 900394]	0	[534768, 498751, 524620, 808358, 910917]
940013	[10312, 546398, 451071, 246235, 130364]	3	[190678, 459806, 212938, 246498, 258191]
294961	[44853, 237549, 300809, 802, 811946]	4	[187358, 180947, 553777, 1059714, 515310]
1205501	[1103350, 582110, 458693, 616139, 481205]	1	[447269, 314248, 1051924, 1115793, 27726]
996471	[746936, 776438, 317573, 251060, 564099]	3	[13893, 600528, 757463, 1042802, 578049]
612607	[1102432, 591, 900409, 867261, 587]	2	[180918, 278641, 900452, 529923, 474324]
39567	[778364, 433880, 1101366, 400532, 513113]	2	[780304, 553777, 790368, 578721, 274023]
1360841	[846109, 803853, 246487, 246613, 810885]	4	[860496, 515214, 277204, 942480, 451071]
993862	[909982, 24666, 81148, 901276, 381453]	1	[1038512, 867631, 1051950, 686210, 627760]
451867	[553774, 220248, 774080, 523176, 13927]	3	[1011066, 583185, 947622, 329491, 1056762]
1292803	[282616, 13452, 335327, 900089, 584171]	2	[906232, 584623, 1102097, 779211, 952052]
981331	[959911, 601021, 760154, 812531, 300745]	3	[176516, 812529, 889499, 314425, 794690]
322176	[922943, 144635, 626380, 516357, 331453]	3	[700868, 458146, 1059771, 1056584, 794833]
259201	[867660, 768684, 586989, 1094442, 534215]	3	[1041638, 269683, 1058326, 980804, 521514]
758296	[246498, 616523, 1074188, 15520, 1078026]	0	[451071, 474324, 954509, 1062860, 25820]
229637	[203472, 1030168, 138900, 547357, 1061156]	3	[616560, 282316, 1012934, 498800, 335118]
920174	[215327, 455348, 584623, 476539, 215515]	3	[328496, 899195, 919285, 515235, 33004]
750217	[995495, 396326, 760154, 601021, 615639]	4	[564559, 600649, 862189, 1055024, 900545]
697180	[510968, 331253, 26815, 409236, 67992]	3	[1056620, 248342, 809208, 27726, 515936]
1215036	[809747, 1075646, 468405, 564099, 852938]	2	[13473, 85291, 758535, 817379, 458831]
408907	[820945, 820946, 1098216, 900470, 1059798]	2	[879278, 342886, 1029168, 876953, 468908]
575642	[67604, 1029168, 1101305, 567966, 300648]	4	[534215, 545600, 1025593, 327992, 600625]
487099	[452458, 602032, 281243, 1062817, 13797]	3	[582802, 1098943, 221093, 23028, 562794]
1284882	[342630, 859845, 846955, 820229, 591]	4	[216575, 1074188, 753248, 776438, 635]
960566	[506200, 242605, 602032, 342886, 1115794]	2	[584623, 1059767, 182108, 311565, 8667]
292917	[655197, 512530, 586989, 980804, 534215]	2	[554639, 600366, 1094442, 300527, 811958]
796730	[1098943, 846691, 546505, 639736, 878610]	3	[349820, 144683, 313476, 809746, 334412]
939349	[772055, 732927, 664803, 102723, 328496]	3	[300614, 95419, 562915, 1015485, 824269]
740042	[755151, 889499, 811923, 212093, 300745]	3	[886039, 931953, 449358, 411090, 228346]
1426807	[503760, 765094, 842306, 409945, 441811]	3	[584165, 254939, 744060, 628113, 224729]
1111174	[300699, 407928, 869925, 900786, 108205]	0	[715, 1036615, 564, 855139, 879350]
845182	[1106755, 188362, 515291, 277628, 515235]	2	[216262, 529397, 1055789, 203040, 947677]
895367	[39412, 568000, 697788, 171400, 863547]	3	[750704, 220675, 741469, 615722, 448641]
322392	[331259, 26815, 31496, 611816, 1038468]	2	[430748, 1014189, 331253, 283948, 1103350]
547010	[520081, 434528, 302652, 368723, 1030222]	3	[1114590, 431427, 630261, 476620, 149294]
15935	[854965, 446185, 547886, 631466, 516357]	4	[214609, 1082582, 1078257, 455348, 144635]
362195	[820945, 187750, 567966, 820903, 1059798]	3	[655226, 579377, 1009930, 959949, 33047]
832709	[487957, 872587, 625232, 481205, 11892]	1	[410253, 616139, 331982, 1171, 1036615]
1352428	[276137, 1089868, 809746, 639736, 882344]	4	[222798, 198720, 634146, 1015085, 1098943]
224083	[631466, 922894, 446185, 331453, 922943]	1	[317428, 626718, 158798, 1010894, 357602]
1047398	[812528, 812529, 1032353, 512682, 13313]	0	[811923, 873473, 1099214, 846883, 300745]
1040192	[443335, 281010, 313476, 862393, 690312]	4	[900394, 456571, 148906, 1070867, 820816]
741821	[843429, 546398, 810885, 919384, 1102814]	1	[217810, 547649, 1065407, 601949, 197452]
38227	[12537, 511687, 173049, 654217, 565974]	0	[210814, 675598, 468840, 1091035, 864089]
210053	[514116, 1074108, 1102814, 1043894, 1088803]	3	[686208, 820945, 391368, 547649, 1052077]
1330917	[1042802, 852938, 317573, 809502, 251060]	0	[616263, 10312, 622827, 338512, 300581]
1003321	[98665, 196188, 843429, 811624, 771770]	2	[6470, 923378, 246306, 74110, 263942]
492511	[2529, 809666, 328496, 190167, 779211]	0	[324577, 774080, 203040, 1057685, 228346]
209424	[14863, 246498, 130364, 11623, 1036760]	0	[196188, 177077, 1078191, 521340, 15592]
962574	[498800, 284510, 451377, 506865, 247250]	1	[28452, 254825, 433880, 842306, 7187]
477454	[563184, 276033, 1088803, 196188, 187358]	0	[843429, 208466, 952876, 1074312, 30921]
100257	[149195, 576761, 246597, 246599, 919384]	4	[31350, 258191, 225225, 1030429, 1078026]
1437624	[758535, 1042802, 1075646, 176516, 251060]	1	[796972, 1038512, 375863, 277204, 364925]
91188	[843429, 17474, 130364, 1074188, 246599]	3	[880231, 1032353, 844547, 1088803, 220675]
169265	[453107, 1052635, 300427, 916657, 334412]	4	[277804, 1036760, 1059787, 545600, 214329]
1204090	[434528, 470040, 1041406, 408615, 1030222]	3	[812530, 81148, 15522, 779745, 490412]
1174228	[331435, 863441, 626718, 1056584, 331453]	1	[1062817, 516251, 300901, 33047, 180402]
1258079	[886039, 209212, 837446, 1113991, 1053272]	4	[220315, 338167, 608947, 1103262, 879350]
815549	[812531, 512682, 919389, 272504, 811923]	0	[889499, 95591, 700868, 476023, 905761]
1410600	[81654, 578049, 850288, 515310, 44853]	1	[597760, 212105, 92297, 220816, 864347]
702989	[277724, 1100153, 339702, 511157, 433880]	3	[775566, 465067, 597760, 200635, 741469]
673155	[614010, 203026, 550065, 485531, 1061262]	0	[224729, 157191, 562451, 924867, 700867]
782285	[900432, 560379, 165147, 300628, 900452]	1	[510970, 635, 625232, 148906, 1039288]
392810	[308551, 212093, 13313, 932584, 338167]	1	[510968, 264067, 948929, 1105151, 1051924]
1274672	[300745, 1034067, 512684, 1053248, 1032353]	1	[230016, 13313, 649876, 896151, 864348]
295499	[784863, 900299, 807810, 565974, 1053373]	0	[173049, 820903, 576950, 811923, 934248]
210696	[458146, 180741, 608464, 448641, 850288]	2	[16225, 211775, 300809, 747486, 206]
1128411	[1055835, 884686, 905761, 772961, 1012934]	0	[286504, 223992, 448577, 410646, 179009]
816745	[772055, 734043, 2529, 258191, 312771]	2	[1001363, 180741, 74235, 803588, 12561]
1422583	[239630, 388753, 263668, 1059360, 520678]	2	[635, 44853, 220735, 844547, 1106440]
554060	[964825, 751657, 254939, 267978, 859712]	0	[458710, 659188, 330380, 1044821, 741493]
483586	[900631, 261441, 900787, 878177, 212538]	2	[1074108, 230268, 734801, 1102814, 980804]
473939	[802901, 210814, 464292, 286408, 24591]	3	[327246, 627654, 565993, 1062109, 575595]
893305	[706325, 468322, 163289, 373154, 338512]	4	[473786, 995495, 900631, 215245, 391368]
1322625	[1081649, 615722, 8315, 852994, 879350]	2	[547152, 187750, 95535, 906225, 565993]
1303353	[159979, 14863, 15522, 14864, 317490]	1	[522072, 814750, 1032361, 302652, 212089]
962704	[561249, 190458, 931953, 333874, 1011066]	2	[381854, 919090, 1115625, 198558, 485183]
875429	[300745, 608556, 512684, 272504, 512686]	4	[492214, 509713, 819708, 878433, 900545]
216790	[607662, 1114590, 330241, 277001, 1086009]	3	[176353, 302922, 1046853, 630261, 225225]
452964	[433524, 740113, 524496, 478333, 300441]	2	[370915, 546505, 463121, 565993, 247250]
872368	[267978, 1075907, 547360, 751657, 254939]	2	[224597, 8307, 458710, 8400, 525356]
1435234	[515936, 443335, 506, 900415, 600626]	0	[215189, 269479, 661314, 1101366, 456348]
1341580	[512530, 400538, 768684, 845735, 557931]	3	[162603, 317653, 900513, 311193, 338206]
757996	[876735, 505811, 516581, 130816, 708802]	4	[1062822, 579377, 1075809, 265336, 822171]
484681	[277724, 466156, 298760, 386206, 694667]	0	[1100153, 516883, 814750, 410254, 788036]
1187843	[254426, 909982, 151828, 336125, 515255]	0	[345660, 900421, 239630, 860496, 1038512]
832224	[815857, 334488, 515291, 277628, 273258]	4	[246487, 762663, 1082582, 917827, 1106755]
1416027	[411090, 212093, 512686, 480381, 212089]	1	[617119, 1053248, 567542, 237890, 300667]
779720	[732927, 190167, 324577, 328496, 516588]	0	[760390, 820946, 1066648, 2262, 597857]
1449354	[459806, 246235, 209532, 98665, 246306]	0	[180401, 778939, 130816, 1021656, 878435]
413376	[249544, 550065, 794976, 302922, 541652]	3	[562733, 861424, 917956, 819540, 901871]
699248	[1059771, 1101305, 820945, 900449, 187750]	4	[768684, 864520, 212089, 300778, 74110]
978418	[481205, 487957, 625232, 228322, 627760]	4	[877343, 541652, 782692, 1044834, 582110]
506245	[300631, 561197, 900456, 283201, 681926]	4	[214583, 327992, 491903, 1076104, 863946]
522208	[491760, 209734, 216701, 1056757, 263406]	2	[215341, 217628, 211888, 600461, 883740]
909222	[577644, 38880, 439241, 909950, 997576]	1	[920093, 300901, 410254, 779211, 597821]
657048	[1011066, 67649, 561249, 1115625, 1107395]	4	[553779, 1091088, 279574, 230268, 1082582]
164634	[844547, 342630, 1103605, 1102432, 867261]	1	[253916, 900421, 576761, 498800, 1044731]
1197321	[846883, 547190, 792654, 816814, 846871]	1	[460762, 247090, 779749, 584262, 250099]
1075364	[458151, 1064708, 516885, 1078191, 843964]	3	[448641, 581500, 600726, 541829, 233756]
525915	[456464, 492214, 1010894, 876748, 1105835]	0	[699316, 408615, 587, 282616, 261]
893013	[103198, 250099, 178350, 681, 300667]	1	[843429, 884053, 573176, 626528, 995495]
675493	[601126, 670320, 844, 812559, 300882]	0	[580942, 264263, 1057696, 316433, 1038468]
696409	[331296, 529397, 510970, 142784, 67992]	2	[744060, 1114430, 605575, 790769, 168302]
36805	[811972, 212129, 849603, 634722, 928071]	4	[575595, 1107344, 308620, 900299, 335414]
275129	[794690, 909950, 300901, 212149, 669178]	0	[1050715, 747148, 816453, 1012934, 769390]
1032824	[919389, 212415, 338167, 214948, 212089]	3	[11892, 375863, 198558, 396326, 67649]
805227	[811969, 33047, 241896, 928071, 212129]	4	[1103350, 959949, 545073, 546505, 812542]
1258843	[74235, 334488, 929615, 626709, 957464]	2	[212155, 746535, 349820, 300590, 194579]
804728	[300640, 753197, 220490, 276919, 681926]	2	[279574, 187358, 561197, 246602, 212574]
1314933	[411290, 515235, 334488, 476539, 277628]	2	[601292, 242605, 455348, 1059798, 543658]
1340477	[565974, 1103912, 802901, 511687, 1053373]	4	[187552, 338511, 1078749, 1050715, 654217]
1208828	[249544, 741493, 900797, 1041394, 819540]	1	[1010894, 91846, 190124, 1082586, 942477]
1357342	[1093367, 959833, 568048, 1044834, 819708]	2	[272965, 287620, 802060, 35262, 874549]
99512	[864447, 23302, 697788, 883740, 1050985]	4	[2224, 246599, 846955, 970550, 300778]
1233907	[565961, 386410, 276033, 11623, 17474]	4	[187674, 283950, 753197, 820945, 196188]
487382	[67025, 597857, 1032351, 209212, 1113991]	3	[900421, 287234, 784863, 864447, 1106916]
741558	[876953, 546718, 176737, 492214, 246794]	4	[916896, 491881, 246599, 686208, 214934]
894420	[182108, 452458, 242605, 1062817, 484445]	3	[212191, 905761, 151832, 218915, 1092029]
728362	[375863, 899195, 211775, 61815, 297726]	2	[1029168, 1061262, 1036032, 111696, 1064708]
963900	[802901, 652233, 654217, 1053373, 1062109]	3	[67025, 1052077, 863367, 565974, 300667]
1368211	[254939, 458710, 614026, 479140, 542850]	1	[673636, 307568, 700868, 250919, 600746]
643273	[600548, 198972, 863657, 900355, 600528]	1	[178100, 450, 520850, 267951, 755151]
324493	[434528, 779745, 1030222, 408615, 1041406]	0	[470040, 23028, 1030168, 790726, 299060]
321953	[741664, 14863, 1043894, 246235, 246599]	3	[17547, 217709, 315352, 180401, 788041]
544310	[1015485, 312771, 258191, 324577, 760390]	2	[253916, 13797, 74235, 343293, 212129]
124643	[263714, 491762, 216215, 879702, 164252]	1	[861424, 491760, 468908, 744060, 565982]
702600	[817379, 217628, 817354, 217597, 801571]	0	[789565, 214329, 811946, 515291, 616560]
729344	[843964, 248664, 262187, 516885, 792654]	3	[900495, 882072, 185112, 644193, 1055901]
52124	[520559, 151828, 336125, 24666, 582682]	1	[613, 901276, 212129, 281243, 267951]
342731	[600911, 878177, 900631, 1011077, 148525]	2	[314425, 807810, 212538, 485183, 85291]
199210	[932123, 809746, 863666, 639756, 276137]	4	[35391, 846955, 631881, 189599, 882344]
1117059	[560486, 550, 520678, 1100319, 220315]	4	[15355, 768205, 699271, 1024513, 458831]
1148495	[1115794, 182108, 602032, 13797, 242605]	0	[342886, 780606, 1029591, 1047069, 879278]
32653	[65413, 246306, 1074188, 180401, 130364]	0	[149195, 550467, 1055776, 328712, 263406]
1337708	[782692, 627654, 300745, 811921, 919389]	3	[686210, 1056620, 214948, 282316, 629604]
891983	[455348, 1055927, 1078749, 277628, 565890]	0	[215515, 269479, 547190, 94249, 900432]
1006940	[255602, 328408, 782692, 512684, 812529]	1	[1008012, 811921, 917827, 14863, 640492]
524463	[874549, 900787, 600911, 734801, 844]	0	[1053292, 815290, 774063, 920065, 222798]
1141163	[591, 900432, 587, 635, 165147]	0	[844547, 577644, 546398, 638609, 26623]
454312	[652233, 565974, 784863, 286408, 677285]	3	[1029851, 250919, 450, 210814, 625180]
240453	[1039288, 10312, 246597, 803853, 451071]	1	[772055, 246306, 191351, 819708, 328322]
444601	[796478, 541829, 843964, 547190, 846871]	4	[649876, 744864, 890874, 516125, 247090]
184862	[216262, 744060, 261441, 92297, 300882]	1	[820898, 844, 584262, 34984, 98665]
171347	[1093367, 802060, 342752, 179009, 268116]	1	[960293, 42838, 626528, 472197, 249544]
931858	[331453, 144635, 331435, 854965, 922943]	3	[831484, 1025304, 746535, 631466, 81654]
1345608	[441774, 541652, 134765, 302922, 1041394]	4	[846871, 970550, 445212, 1039288, 393245]
235023	[825066, 564099, 1030429, 809747, 809502]	3	[1090965, 562794, 1055350, 251060, 381453]
1446498	[277628, 515235, 411290, 188362, 74235]	3	[456572, 214329, 299713, 1055789, 15355]
751758	[192686, 42838, 334737, 268116, 179009]	0	[1044834, 564858, 212178, 657326, 1060513]
998698	[1078745, 465067, 811760, 64014, 881665]	1	[951512, 622946, 639756, 217553, 164165]
612600	[506200, 327992, 1062817, 979062, 602032]	0	[482488, 265336, 1050985, 864721, 317521]
894951	[568000, 879350, 95535, 863547, 1113991]	1	[938553, 1053272, 1055885, 959911, 582368]
190091	[246499, 14864, 576761, 451071, 846116]	1	[220675, 246597, 57559, 1098488, 1065581]
786154	[1041406, 476620, 1030222, 779745, 1101709]	0	[185111, 248342, 228638, 638607, 906229]
1088687	[98665, 276033, 10312, 576761, 675598]	0	[246597, 846411, 578862, 262637, 565961]
1217094	[957464, 1055789, 411290, 334488, 277628]	1	[234841, 515291, 910303, 198720, 930024]
1051191	[468937, 768684, 1094442, 491859, 557931]	3	[430280, 547886, 577644, 980804, 707528]
1161867	[642706, 198558, 881717, 62246, 1030168]	2	[13313, 276919, 333399, 812123, 267978]
1437841	[209212, 381975, 300778, 1050985, 636190]	4	[296225, 864146, 771733, 663642, 23302]
779760	[188362, 1078749, 1055789, 455348, 1106755]	2	[811760, 29711, 74235, 149294, 910545]
415280	[578465, 788488, 214609, 567542, 611312]	3	[837762, 512733, 694667, 968924, 264263]
899160	[481205, 553779, 487957, 872587, 314248]	4	[171400, 287179, 342886, 1055885, 228322]
439529	[280705, 568000, 300778, 852994, 879350]	0	[171400, 772185, 249544, 711272, 1006232]
680249	[217709, 875393, 515214, 815257, 37338]	1	[266780, 809521, 597821, 84947, 163289]
1204325	[574973, 180239, 1043592, 1056999, 106553]	4	[817379, 1001363, 37337, 173659, 1044037]
1358832	[149195, 65413, 846247, 814750, 810885]	4	[455850, 263755, 1001363, 811956, 905629]
759882	[458831, 300549, 1053578, 263668, 220675]	3	[491762, 1052635, 512530, 512304, 1022919]
615770	[597857, 39412, 863547, 67025, 837446]	1	[708802, 1081649, 884686, 864347, 796972]
929416	[515830, 584169, 212191, 1106440, 515212]	3	[573110, 584241, 452298, 919090, 626528]
270896	[35090, 276785, 669178, 794690, 1050715]	4	[558318, 520559, 520735, 1100153, 909950]
894257	[164252, 216215, 211888, 209734, 563282]	2	[1078053, 313704, 216575, 486876, 617119]
442453	[900302, 354225, 905761, 772961, 354224]	4	[324510, 146944, 1053282, 600058, 1012931]
1157290	[491859, 768684, 867660, 534215, 322962]	4	[1064708, 246794, 1059360, 1025304, 468937]
480291	[1015485, 653716, 751642, 102723, 709977]	2	[331253, 877696, 165972, 237549, 335118]
1131288	[1010894, 699316, 263082, 546718, 547152]	0	[1078126, 313704, 78613, 474324, 342886]
1229707	[23028, 506200, 452458, 190124, 342886]	3	[634146, 216525, 28050, 482488, 277628]
816865	[979062, 218915, 327992, 182108, 342886]	2	[465212, 551679, 33004, 1115118, 708802]
971439	[246872, 846882, 796478, 180918, 616560]	2	[1051951, 187358, 269560, 553327, 461895]
1238074	[878435, 822171, 283741, 269929, 130816]	2	[216529, 212538, 433524, 578527, 765094]
77970	[1053578, 90127, 239630, 560486, 282716]	3	[277628, 947648, 494872, 1100319, 872587]
740186	[246597, 846116, 1043894, 17474, 276033]	3	[512914, 616523, 1102097, 576761, 809521]
1131628	[807810, 511687, 1053373, 286408, 218261]	3	[597821, 905761, 715, 210814, 274023]
165526	[920526, 934248, 798626, 215490, 700867]	4	[561355, 895783, 146265, 187674, 370915]
1462041	[505111, 221093, 220815, 900449, 757475]	4	[1089872, 269929, 284579, 846955, 1051714]
1100918	[522256, 65413, 98665, 187358, 17474]	1	[1050685, 194899, 748673, 300581, 582464]
406968	[811958, 582230, 812542, 780646, 811972]	3	[31496, 324232, 578862, 811969, 635382]
1119593	[565890, 349820, 411290, 455348, 957464]	0	[74235, 925494, 2327, 1025272, 919900]
795579	[560379, 1059767, 587, 300628, 900421]	2	[300850, 151828, 911880, 142784, 14864]
192837	[788041, 864447, 23302, 837446, 852994]	1	[95591, 1050685, 456571, 28452, 1090965]
1255677	[464292, 286408, 16225, 81159, 177077]	1	[677387, 218261, 573110, 865587, 482486]
515713	[1031994, 176737, 282204, 216242, 338502]	2	[516555, 216285, 492214, 867261, 844543]
1073082	[459551, 300882, 1093605, 216262, 758085]	4	[1020394, 191351, 900394, 151457, 998098]
482638	[708802, 505811, 524496, 244976, 600452]	4	[375790, 212667, 28763, 40910, 878433]
609472	[222798, 600649, 1103355, 752580, 519706]	1	[215515, 441773, 11160, 1059851, 345660]
1049655	[520735, 580159, 900397, 600626, 803154]	0	[300590, 253916, 17547, 95419, 617404]
227223	[909982, 336125, 381453, 901276, 81148]	0	[24666, 506865, 233756, 802, 68387]
767892	[465067, 1078745, 887337, 584459, 657326]	2	[820983, 300445, 1062685, 30641, 317573]
34945	[784863, 286408, 210814, 807810, 177077]	3	[300778, 241896, 7187, 218261, 37237]
1255926	[336125, 1066648, 520559, 151828, 579377]	0	[887336, 942477, 1086922, 130263, 843815]
898581	[567966, 187750, 221093, 959949, 820945]	0	[600728, 168302, 564150, 1104502, 709977]
1145295	[919522, 217597, 817379, 496109, 376678]	2	[912826, 462473, 1037692, 529397, 529923]
581278	[23518, 600649, 864035, 516125, 811381]	0	[99413, 212178, 582368, 790368, 598924]
1303879	[215341, 869398, 217760, 37338, 961039]	3	[879702, 582802, 2224, 750769, 1106916]
367132	[797016, 308620, 662334, 249544, 519694]	1	[41134, 393245, 15355, 1029851, 408615]
447722	[550180, 568000, 67025, 886039, 1032351]	0	[26102, 1056757, 505111, 775566, 327246]
323498	[14864, 919384, 771770, 11623, 10312]	0	[576761, 900409, 300640, 886822, 180402]
873392	[468405, 328143, 564099, 883290, 861424]	0	[1075646, 1061156, 708802, 1093795, 157191]
1080112	[302922, 1061262, 455336, 741493, 550065]	2	[173028, 686210, 410254, 582802, 585469]
335115	[342941, 502743, 506865, 62246, 451377]	0	[1077937, 375589, 843815, 205101, 300699]
115981	[802921, 855139, 25820, 812338, 335325]	1	[811977, 998017, 293945, 460224, 601949]
253191	[217553, 801571, 217597, 789565, 496109]	4	[900432, 212574, 394969, 11623, 585469]
450261	[564162, 212233, 616560, 458151, 516960]	0	[644193, 102723, 446185, 31496, 515830]
748688	[200635, 110944, 511157, 339702, 188681]	3	[215413, 439847, 939599, 920065, 331435]
316169	[13313, 812531, 959911, 683926, 1032353]	4	[324232, 600616, 449821, 819540, 314425]
1195697	[492316, 265336, 563185, 175818, 774648]	3	[287620, 812529, 1030222, 491911, 711272]
1017286	[410254, 485531, 441774, 519229, 550065]	3	[468433, 433880, 815806, 661314, 94249]
263626	[349820, 273258, 957464, 430390, 215515]	1	[778356, 411290, 65413, 175818, 1059424]
939840	[314069, 263755, 616263, 474324, 883290]	1	[220712, 809747, 456464, 600728, 315152]
885873	[512686, 1032353, 601021, 314425, 919389]	3	[879702, 608947, 792676, 782692, 1062546]
1426220	[142784, 480586, 27726, 739798, 565982]	1	[233756, 67992, 456464, 790368, 846883]
402739	[349820, 565890, 334488, 455348, 929615]	4	[263714, 239630, 600656, 978961, 273258]
691064	[520678, 820396, 520659, 820409, 458831]	3	[959911, 600625, 34806, 578862, 176191]
264585	[65413, 1036760, 386410, 649876, 1094348]	0	[246306, 215588, 491886, 13927, 882344]
1077613	[1069131, 542850, 558450, 701195, 279574]	2	[926388, 220315, 254939, 769335, 631466]
930344	[784863, 1060513, 1103912, 900299, 1053373]	3	[1011066, 185107, 824269, 511687, 815857]
1188515	[151828, 243608, 381453, 579377, 345660]	3	[837762, 616523, 281010, 887336, 237549]
1221749	[1012931, 884686, 354224, 1055901, 1064822]	2	[35397, 1038468, 600442, 490181, 780606]
421677	[603442, 1102913, 853453, 611960, 329491]	4	[468433, 279889, 209212, 900415, 523176]
1065149	[681, 820983, 497021, 820952, 821010]	0	[1059851, 15, 597821, 879949, 263406]
239403	[185289, 157191, 1055024, 1037598, 31575]	3	[15129, 169962, 1037017, 1039978, 153350]
1285894	[158317, 778364, 298760, 433880, 188681]	4	[178350, 816814, 582682, 843964, 1107293]
265804	[218261, 1060513, 784863, 81159, 511687]	3	[630311, 961039, 371026, 1062109, 463121]
938301	[220675, 900349, 947677, 560486, 458831]	0	[520659, 264068, 920093, 979379, 276785]
1158911	[863367, 285686, 81712, 634146, 900496]	2	[30448, 960291, 600746, 481375, 370915]
1423995	[220675, 520659, 263668, 1059360, 820409]	1	[812559, 220315, 25820, 212168, 14864]
958329	[900432, 591, 1059767, 911880, 867261]	3	[1025593, 967584, 580332, 635, 8315]
643490	[456348, 1014434, 525356, 552524, 225029]	1	[862296, 1047209, 465067, 626528, 886039]
70197	[262187, 503701, 516960, 180918, 846883]	4	[809746, 30921, 808354, 300441, 846871]
728537	[866769, 1101692, 774063, 449821, 1059714]	3	[157191, 779213, 550465, 820816, 580159]
1437250	[900545, 1053255, 496169, 300767, 13313]	0	[755151, 212244, 1007570, 1115118, 881665]
948207	[1105947, 874549, 998098, 578527, 512261]	4	[961987, 910542, 378669, 769390, 300892]
510239	[553296, 215490, 951925, 906238, 330320]	0	[934248, 573028, 959551, 282222, 233756]
1097188	[110944, 511157, 686208, 433880, 188681]	1	[1055927, 339702, 794954, 163289, 448577]
663665	[411290, 430390, 455348, 565890, 868389]	2	[681, 162603, 815857, 768684, 818946]
1312965	[614541, 1043592, 574973, 1091035, 920093]	4	[801571, 922397, 900349, 614234, 543658]
957005	[452458, 23028, 482488, 790726, 979062]	0	[190124, 13452, 441773, 403884, 627550]
221672	[600644, 820945, 220815, 820946, 959949]	4	[924635, 496169, 563867, 133432, 584171]
515286	[515830, 1106440, 910927, 543715, 212191]	0	[264349, 681, 260151, 846134, 1032353]
1411570	[782692, 812529, 1032353, 959911, 282316]	0	[1061408, 519706, 961039, 694667, 252853]
922125	[217553, 919522, 217597, 801571, 1057545]	0	[376678, 906240, 516357, 203472, 906232]
1083772	[282204, 216242, 1056696, 699316, 246794]	0	[876953, 524620, 446185, 584171, 821010]
517328	[246487, 1074188, 576761, 246499, 546398]	0	[810885, 770181, 949959, 686208, 328403]
911837	[209734, 491762, 563282, 263406, 263714]	2	[1041406, 862782, 564154, 252853, 535633]
108943	[812559, 1053292, 844, 459551, 878177]	4	[859845, 1021656, 1009925, 901786, 1105947]
689577	[451377, 138900, 775298, 498800, 864089]	2	[83830, 283950, 439847, 852994, 439241]
748745	[597857, 23302, 1050685, 805616, 837446]	2	[1006232, 39092, 788041, 817379, 661314]
527523	[345660, 243608, 336125, 909982, 639172]	3	[1042802, 811998, 103198, 901276, 212181]
1334505	[362522, 233756, 615639, 1053255, 328408]	3	[111696, 1012386, 102723, 616263, 1098488]
296105	[512261, 811977, 1053292, 844, 300882]	3	[217810, 681, 1037692, 212538, 181017]
1213630	[1029591, 293945, 952052, 261263, 716]	1	[784445, 28222, 1011077, 178100, 820396]
343402	[515830, 910927, 543715, 1106440, 212191]	0	[775381, 12561, 67992, 452298, 852127]
700056	[1046853, 812550, 327307, 241896, 849603]	0	[811958, 960293, 503608, 394969, 880749]
1105987	[731241, 98665, 187358, 246235, 65413]	0	[246306, 317653, 639273, 1044028, 1034067]
744467	[189599, 886133, 463233, 254825, 247250]	3	[681926, 1101434, 300648, 502743, 212233]
224558	[967616, 812558, 900495, 851237, 552524]	0	[1047209, 581974, 561355, 1075809, 451658]
1148136	[244976, 26623, 407, 269683, 300441]	4	[250099, 144287, 162007, 158832, 130816]
